data_item,value,period,category,unit
unnamed:_10,1.24,annual,cop_state,
unnamed:_10,0.01,annual,cop_state,
unnamed:_10,0.02,annual,cop_state,
unnamed:_10,19.299999999999997,annual,cop_state,
unnamed:_10,      ,annual,cop_state,
unnamed:_10,      ,annual,cop_state,
unnamed:_10,2.31,annual,cop_state,
unnamed:_10,4.6,annual,cop_state,
unnamed:_10,5.66,annual,cop_state,
unnamed:_10,0.03,annual,cop_state,
unnamed:_10,0.42,annual,cop_state,
unnamed:_10,0.9,annual,cop_state,
unnamed:_10,13.92,annual,cop_state,
unnamed:_10,      ,annual,cop_state,
unnamed:_10,33.22,annual,cop_state,
unnamed:_10,      ,annual,cop_state,
unnamed:_10,-12.07,annual,cop_state,
unnamed:_10,1.8500000000000014,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,91,annual,cop_state,
unnamed:_10,17578,annual,cop_state,
unnamed:_10,0,annual,cop_state,
unnamed:_10,0,annual,cop_state,
unnamed:_10,8.51,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_10,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,Michigan,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,16.95,annual,cop_state,
unnamed:_11,0.9,annual,cop_state,
unnamed:_11,0.64,annual,cop_state,
unnamed:_11,18.49,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,5.47,annual,cop_state,
unnamed:_11,4.47,annual,cop_state,
unnamed:_11,0.03,annual,cop_state,
unnamed:_11,9.969999999999999,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,0.72,annual,cop_state,
unnamed:_11,0.29,annual,cop_state,
unnamed:_11,0.19,annual,cop_state,
unnamed:_11,0.54,annual,cop_state,
unnamed:_11,0.49,annual,cop_state,
unnamed:_11,0.65,annual,cop_state,
unnamed:_11,0,annual,cop_state,
unnamed:_11,0.01,annual,cop_state,
unnamed:_11,12.859999999999998,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,1.66,annual,cop_state,
unnamed:_11,2.07,annual,cop_state,
unnamed:_11,3.25,annual,cop_state,
unnamed:_11,0.01,annual,cop_state,
unnamed:_11,0.16,annual,cop_state,
unnamed:_11,0.58,annual,cop_state,
unnamed:_11,7.7299999999999995,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,20.589999999999996,annual,cop_state,
unnamed:_11,      ,annual,cop_state,
unnamed:_11,-2.099999999999998,annual,cop_state,
unnamed:_11,5.630000000000001,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,176,annual,cop_state,
unnamed:_11,22037,annual,cop_state,
unnamed:_11,13.5,annual,cop_state,
unnamed:_11,0,annual,cop_state,
unnamed:_11,0.4,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_11,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,Minnesota,annual,cop_state,
unnamed:_12,dollars per cwt sold,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,16,annual,cop_state,
unnamed:_12,1.35,annual,cop_state,
unnamed:_12,0.81,annual,cop_state,
unnamed:_12,18.16,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,4.16,annual,cop_state,
unnamed:_12,6.66,annual,cop_state,
unnamed:_12,0.11,annual,cop_state,
unnamed:_12,10.93,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,0.84,annual,cop_state,
unnamed:_12,0.4,annual,cop_state,
unnamed:_12,0.19,annual,cop_state,
unnamed:_12,0.63,annual,cop_state,
unnamed:_12,0.86,annual,cop_state,
unnamed:_12,0.78,annual,cop_state,
unnamed:_12,0,annual,cop_state,
unnamed:_12,0.01,annual,cop_state,
unnamed:_12,14.639999999999999,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,1.06,annual,cop_state,
unnamed:_12,4.51,annual,cop_state,
unnamed:_12,5.24,annual,cop_state,
unnamed:_12,0.03,annual,cop_state,
unnamed:_12,0.22,annual,cop_state,
unnamed:_12,0.62,annual,cop_state,
unnamed:_12,11.68,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,26.32,annual,cop_state,
unnamed:_12,      ,annual,cop_state,
unnamed:_12,-8.16,annual,cop_state,
unnamed:_12,3.5200000000000014,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,88,annual,cop_state,
unnamed:_12,20303,annual,cop_state,
unnamed:_12,8.17,annual,cop_state,
unnamed:_12,18.62,annual,cop_state,
unnamed:_12,3.02,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_12,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,Missouri,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,16.05,annual,cop_state,
unnamed:_13,1.36,annual,cop_state,
unnamed:_13,1.09,annual,cop_state,
unnamed:_13,18.5,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,6.57,annual,cop_state,
unnamed:_13,3.46,annual,cop_state,
unnamed:_13,0.56,annual,cop_state,
unnamed:_13,10.590000000000002,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,0.66,annual,cop_state,
unnamed:_13,0.1,annual,cop_state,
unnamed:_13,0.14,annual,cop_state,
unnamed:_13,0.51,annual,cop_state,
unnamed:_13,1.03,annual,cop_state,
unnamed:_13,0.74,annual,cop_state,
unnamed:_13,0,annual,cop_state,
unnamed:_13,0.01,annual,cop_state,
unnamed:_13,13.780000000000001,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,0.76,annual,cop_state,
unnamed:_13,9.35,annual,cop_state,
unnamed:_13,5.07,annual,cop_state,
unnamed:_13,0.19,annual,cop_state,
unnamed:_13,0.43,annual,cop_state,
unnamed:_13,0.58,annual,cop_state,
unnamed:_13,16.38,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,30.16,annual,cop_state,
unnamed:_13,      ,annual,cop_state,
unnamed:_13,-11.66,annual,cop_state,
unnamed:_13,4.719999999999999,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,64,annual,cop_state,
unnamed:_13,14139,annual,cop_state,
unnamed:_13,0,annual,cop_state,
unnamed:_13,0.58,annual,cop_state,
unnamed:_13,1,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_13,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,New,annual,cop_state,
unnamed:_14,York,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,17.75,annual,cop_state,
unnamed:_14,0.75,annual,cop_state,
unnamed:_14,0.92,annual,cop_state,
unnamed:_14,19.42,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,5.38,annual,cop_state,
unnamed:_14,5.39,annual,cop_state,
unnamed:_14,0.17,annual,cop_state,
unnamed:_14,10.94,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,1.08,annual,cop_state,
unnamed:_14,0.42,annual,cop_state,
unnamed:_14,0.27,annual,cop_state,
unnamed:_14,0.72,annual,cop_state,
unnamed:_14,0.77,annual,cop_state,
unnamed:_14,0.66,annual,cop_state,
unnamed:_14,0.01,annual,cop_state,
unnamed:_14,0.01,annual,cop_state,
unnamed:_14,14.879999999999999,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,1.37,annual,cop_state,
unnamed:_14,2.67,annual,cop_state,
unnamed:_14,4.16,annual,cop_state,
unnamed:_14,0.02,annual,cop_state,
unnamed:_14,0.28,annual,cop_state,
unnamed:_14,0.74,annual,cop_state,
unnamed:_14,9.239999999999998,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,24.119999999999997,annual,cop_state,
unnamed:_14,      ,annual,cop_state,
unnamed:_14,-4.699999999999996,annual,cop_state,
unnamed:_14,4.540000000000003,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,132,annual,cop_state,
unnamed:_14,19564,annual,cop_state,
unnamed:_14,11.4,annual,cop_state,
unnamed:_14,13.41,annual,cop_state,
unnamed:_14,4.3,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_14,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,Ohio,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,18.3,annual,cop_state,
unnamed:_15,1.45,annual,cop_state,
unnamed:_15,0.59,annual,cop_state,
unnamed:_15,20.34,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,5.82,annual,cop_state,
unnamed:_15,5.09,annual,cop_state,
unnamed:_15,0.11,annual,cop_state,
unnamed:_15,11.02,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,0.78,annual,cop_state,
unnamed:_15,0.49,annual,cop_state,
unnamed:_15,0.2,annual,cop_state,
unnamed:_15,0.49,annual,cop_state,
unnamed:_15,0.65,annual,cop_state,
unnamed:_15,0.58,annual,cop_state,
unnamed:_15,0,annual,cop_state,
unnamed:_15,0.01,annual,cop_state,
unnamed:_15,14.219999999999999,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,1.06,annual,cop_state,
unnamed:_15,3.45,annual,cop_state,
unnamed:_15,3.73,annual,cop_state,
unnamed:_15,0.07,annual,cop_state,
unnamed:_15,0.18,annual,cop_state,
unnamed:_15,0.6,annual,cop_state,
unnamed:_15,9.09,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,23.31,annual,cop_state,
unnamed:_15,      ,annual,cop_state,
unnamed:_15,-2.969999999999999,annual,cop_state,
unnamed:_15,6.120000000000001,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,93,annual,cop_state,
unnamed:_15,20967,annual,cop_state,
unnamed:_15,6.69,annual,cop_state,
unnamed:_15,1.09,annual,cop_state,
unnamed:_15,3.81,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_15,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,Oregon,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,20.23,annual,cop_state,
unnamed:_16,1.26,annual,cop_state,
unnamed:_16,0.99,annual,cop_state,
unnamed:_16,22.48,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,9.21,annual,cop_state,
unnamed:_16,1.91,annual,cop_state,
unnamed:_16,0.24,annual,cop_state,
unnamed:_16,11.360000000000001,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,0.83,annual,cop_state,
unnamed:_16,0.21,annual,cop_state,
unnamed:_16,0.15,annual,cop_state,
unnamed:_16,0.39,annual,cop_state,
unnamed:_16,0.59,annual,cop_state,
unnamed:_16,0.71,annual,cop_state,
unnamed:_16,0.01,annual,cop_state,
unnamed:_16,0.01,annual,cop_state,
unnamed:_16,14.260000000000002,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,2.69,annual,cop_state,
unnamed:_16,1.35,annual,cop_state,
unnamed:_16,2.53,annual,cop_state,
unnamed:_16,0.02,annual,cop_state,
unnamed:_16,0.19,annual,cop_state,
unnamed:_16,0.41,annual,cop_state,
unnamed:_16,7.19,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,21.450000000000003,annual,cop_state,
unnamed:_16,      ,annual,cop_state,
unnamed:_16,1.0299999999999976,annual,cop_state,
unnamed:_16,8.219999999999999,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,374,annual,cop_state,
unnamed:_16,19032,annual,cop_state,
unnamed:_16,6.36,annual,cop_state,
unnamed:_16,0,annual,cop_state,
unnamed:_16,27.25,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_16,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,Pennsylvania,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,18.48,annual,cop_state,
unnamed:_17,0.97,annual,cop_state,
unnamed:_17,0.94,annual,cop_state,
unnamed:_17,20.39,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,5.34,annual,cop_state,
unnamed:_17,5.4,annual,cop_state,
unnamed:_17,0.13,annual,cop_state,
unnamed:_17,10.870000000000001,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,0.99,annual,cop_state,
unnamed:_17,0.41,annual,cop_state,
unnamed:_17,0.21,annual,cop_state,
unnamed:_17,0.94,annual,cop_state,
unnamed:_17,0.79,annual,cop_state,
unnamed:_17,0.63,annual,cop_state,
unnamed:_17,0.01,annual,cop_state,
unnamed:_17,0.01,annual,cop_state,
unnamed:_17,14.860000000000001,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,0.95,annual,cop_state,
unnamed:_17,5.96,annual,cop_state,
unnamed:_17,4.72,annual,cop_state,
unnamed:_17,0.03,annual,cop_state,
unnamed:_17,0.22,annual,cop_state,
unnamed:_17,0.93,annual,cop_state,
unnamed:_17,12.809999999999999,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,27.67,annual,cop_state,
unnamed:_17,      ,annual,cop_state,
unnamed:_17,-7.280000000000001,annual,cop_state,
unnamed:_17,5.529999999999999,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,73,annual,cop_state,
unnamed:_17,19701,annual,cop_state,
unnamed:_17,7.78,annual,cop_state,
unnamed:_17,20.36,annual,cop_state,
unnamed:_17,2.84,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_17,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,Tennessee,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,18.22,annual,cop_state,
unnamed:_18,0.94,annual,cop_state,
unnamed:_18,0.91,annual,cop_state,
unnamed:_18,20.07,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,6.71,annual,cop_state,
unnamed:_18,4.7,annual,cop_state,
unnamed:_18,0.26,annual,cop_state,
unnamed:_18,11.67,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,0.77,annual,cop_state,
unnamed:_18,0.09,annual,cop_state,
unnamed:_18,0.25,annual,cop_state,
unnamed:_18,0.62,annual,cop_state,
unnamed:_18,1.15,annual,cop_state,
unnamed:_18,0.92,annual,cop_state,
unnamed:_18,0,annual,cop_state,
unnamed:_18,0.02,annual,cop_state,
unnamed:_18,15.489999999999998,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,1.94,annual,cop_state,
unnamed:_18,5.85,annual,cop_state,
unnamed:_18,6.79,annual,cop_state,
unnamed:_18,0.07,annual,cop_state,
unnamed:_18,0.29,annual,cop_state,
unnamed:_18,0.57,annual,cop_state,
unnamed:_18,15.509999999999998,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,30.999999999999996,annual,cop_state,
unnamed:_18,      ,annual,cop_state,
unnamed:_18,-10.929999999999996,annual,cop_state,
unnamed:_18,4.580000000000002,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,112,annual,cop_state,
unnamed:_18,14363,annual,cop_state,
unnamed:_18,2.78,annual,cop_state,
unnamed:_18,0,annual,cop_state,
unnamed:_18,0,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_18,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,Texas,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,15.71,annual,cop_state,
unnamed:_19,1.12,annual,cop_state,
unnamed:_19,0.72,annual,cop_state,
unnamed:_19,17.55,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,7.79,annual,cop_state,
unnamed:_19,3.32,annual,cop_state,
unnamed:_19,0.28,annual,cop_state,
unnamed:_19,11.389999999999999,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,0.46,annual,cop_state,
unnamed:_19,0.04,annual,cop_state,
unnamed:_19,0.12,annual,cop_state,
unnamed:_19,1.07,annual,cop_state,
unnamed:_19,0.67,annual,cop_state,
unnamed:_19,0.32,annual,cop_state,
unnamed:_19,0,annual,cop_state,
unnamed:_19,0.01,annual,cop_state,
unnamed:_19,14.079999999999998,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,1.44,annual,cop_state,
unnamed:_19,1.75,annual,cop_state,
unnamed:_19,2.73,annual,cop_state,
unnamed:_19,0.03,annual,cop_state,
unnamed:_19,0.14,annual,cop_state,
unnamed:_19,0.26,annual,cop_state,
unnamed:_19,6.35,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,20.43,annual,cop_state,
unnamed:_19,      ,annual,cop_state,
unnamed:_19,-2.879999999999999,annual,cop_state,
unnamed:_19,3.4700000000000024,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,367,annual,cop_state,
unnamed:_19,16644,annual,cop_state,
unnamed:_19,9.28,annual,cop_state,
unnamed:_19,1.08,annual,cop_state,
unnamed:_19,0.54,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_19,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,Vermont,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,18.67,annual,cop_state,
unnamed:_20,0.84,annual,cop_state,
unnamed:_20,0.73,annual,cop_state,
unnamed:_20,20.240000000000002,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,6.23,annual,cop_state,
unnamed:_20,5.96,annual,cop_state,
unnamed:_20,0.26,annual,cop_state,
unnamed:_20,12.450000000000001,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,0.75,annual,cop_state,
unnamed:_20,0.45,annual,cop_state,
unnamed:_20,0.35,annual,cop_state,
unnamed:_20,0.99,annual,cop_state,
unnamed:_20,1.08,annual,cop_state,
unnamed:_20,0.87,annual,cop_state,
unnamed:_20,0.01,annual,cop_state,
unnamed:_20,0.02,annual,cop_state,
unnamed:_20,16.970000000000002,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,1.24,annual,cop_state,
unnamed:_20,4.24,annual,cop_state,
unnamed:_20,5.15,annual,cop_state,
unnamed:_20,0.07,annual,cop_state,
unnamed:_20,0.39,annual,cop_state,
unnamed:_20,0.93,annual,cop_state,
unnamed:_20,12.020000000000001,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,28.990000000000002,annual,cop_state,
unnamed:_20,      ,annual,cop_state,
unnamed:_20,-8.75,annual,cop_state,
unnamed:_20,3.2699999999999996,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,105,annual,cop_state,
unnamed:_20,17440,annual,cop_state,
unnamed:_20,3.19,annual,cop_state,
unnamed:_20,0.86,annual,cop_state,
unnamed:_20,8.63,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_20,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,Virginia,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,18.66,annual,cop_state,
unnamed:_21,1.1,annual,cop_state,
unnamed:_21,0.77,annual,cop_state,
unnamed:_21,20.53,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,5.8,annual,cop_state,
unnamed:_21,4.98,annual,cop_state,
unnamed:_21,0.2,annual,cop_state,
unnamed:_21,10.98,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,0.92,annual,cop_state,
unnamed:_21,0.25,annual,cop_state,
unnamed:_21,0.15,annual,cop_state,
unnamed:_21,0.87,annual,cop_state,
unnamed:_21,0.84,annual,cop_state,
unnamed:_21,0.85,annual,cop_state,
unnamed:_21,0,annual,cop_state,
unnamed:_21,0.01,annual,cop_state,
unnamed:_21,14.87,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,1.68,annual,cop_state,
unnamed:_21,3.15,annual,cop_state,
unnamed:_21,3.89,annual,cop_state,
unnamed:_21,0.03,annual,cop_state,
unnamed:_21,0.17,annual,cop_state,
unnamed:_21,0.86,annual,cop_state,
unnamed:_21,9.78,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,24.65,annual,cop_state,
unnamed:_21,      ,annual,cop_state,
unnamed:_21,-4.119999999999997,annual,cop_state,
unnamed:_21,5.660000000000002,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,107,annual,cop_state,
unnamed:_21,20176,annual,cop_state,
unnamed:_21,9.91,annual,cop_state,
unnamed:_21,0,annual,cop_state,
unnamed:_21,1.01,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_21,,annual,cop_state,
unnamed:_22,,annual,cop_state,
unnamed:_22,,annual,cop_state,
unnamed:_22,Washington,annual,cop_state,
unnamed:_22,,annual,cop_state,
unnamed:_22,,annual,cop_state,
unnamed:_22,16.43,annual,cop_state,
unnamed:_22,0.81,annual,cop_state,
unnamed:_22,1.05,annual,cop_state,
unnamed:_22,18.29,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,7.72,annual,cop_state,
unnamed:_22,2.65,annual,cop_state,
unnamed:_22,0.09,annual,cop_state,
unnamed:_22,10.459999999999999,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,0.81,annual,cop_state,
unnamed:_22,0.24,annual,cop_state,
unnamed:_22,0.26,annual,cop_state,
unnamed:_22,0.72,annual,cop_state,
unnamed:_22,0.59,annual,cop_state,
unnamed:_22,0.67,annual,cop_state,
unnamed:_22,0.01,annual,cop_state,
unnamed:_22,0.01,annual,cop_state,
unnamed:_22,13.77,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,1.92,annual,cop_state,
unnamed:_22,1.21,annual,cop_state,
unnamed:_22,3,annual,cop_state,
unnamed:_22,0.01,annual,cop_state,
unnamed:_22,0.14,annual,cop_state,
unnamed:_22,0.63,annual,cop_state,
unnamed:_22,6.909999999999999,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,20.68,annual,cop_state,
unnamed:_22,      ,annual,cop_state,
unnamed:_22,-2.3900000000000006,annual,cop_state,
unnamed:_22,4.52,annual,cop_state,
unnamed:_22,,annual,cop_state,
unnamed:_22,,annual,cop_state,
unnamed:_22,406,annual,cop_state,
unnamed:_22,20234,annual,cop_state,
unnamed:_22,20.21,annual,cop_state,
unnamed:_22,0,annual,cop_state,
unnamed:_22,6.41,annual,cop_state,
unnamed:_22,,annual,cop_state,
unnamed:_22,,annual,cop_state,
